,Unnamed: 0,Date,User,Tweet,Updated_Tweet,Sentiment,Score
368,368,2022-07-15 04:09:29+00:00,Cats1st_,"Gotabaya Resigned
#SriLankaCrisis",Gotabaya Resigned SriLankaCrisis,NEGATIVE,0.994059681892395
369,369,2022-07-15 04:09:21+00:00,CliveRossairo,"🚨🚨
President #GotabayaRajapaksa has officially stepped down, announced Speaker Mahinda Yapa Abeywardena. 

#BreakingNews #GotabayaRapaksa #President #Speaker #PoliticsLK #SriLankaProtests #ProtestLK",President GotabayaRajapaksa has officially stepped down announced Speaker Mahinda Yapa Abeywardena BreakingNews GotabayaRapaksa President Speaker PoliticsLK SriLankaProtests ProtestLK,NEGATIVE,0.9640810489654541
370,370,2022-07-15 04:09:18+00:00,cnde282_92,"Gotabaya Rajapakse the president of #SriLanka was officially kicked out by the people !
 #SriLankaProtests #SriLanka #Aragalaya #lka #GoHomeGota",Gotabaya Rajapakse the president of SriLanka was officially kicked out by the people SriLankaProtests SriLanka Aragalaya lka GoHomeGota,NEGATIVE,0.9992766976356506
371,371,2022-07-15 04:08:40+00:00,george_twittes,"Breaking News: Speaker Mahinda Yapa Abeywardena formally announced, a short while ago, the resignation of President Gotabaya Rajapaksa. He confirmed that the resignation letter has been received. #SriLankaProtests #srilanka",Breaking News Speaker Mahinda Yapa Abeywardena formally announced a short while ago the resignation of President Gotabaya Rajapaksa He confirmed that the resignation letter has been received SriLankaProtests srilanka,NEGATIVE,0.9853289723396301
372,372,2022-07-15 04:08:00+00:00,manithaperera,"Bye bye for now. 👋
And see you and your family again ( knowing SL voters ) 

#GoHomeGota #GoHomeRajapakshas 
#lka",Bye bye for now And see you and your family again knowing SL voters GoHomeGota GoHomeRajapakshas lka,POSITIVE,0.9987105131149292
373,373,2022-07-15 04:07:48+00:00,nimumurali,Speaker accepts #GotabayaRajapaksa 's resignation. Parliament session to convene tomorrow #SriLankaCrisis #SriLanka,Speaker accepts GotabayaRajapaksa s resignation Parliament session to convene tomorrow SriLankaCrisis SriLanka,POSITIVE,0.908039391040802
374,374,2022-07-15 04:07:45+00:00,saararrr,"People were so quick to ridicule the citizens’ protests earlier this year, repeatedly saying that the protests would amount to nothing, but look at what we have achieved today. Gotabaya Rajapaksa has finally resigned. Believe in the power of the people. ✊🏽✊🏽✊🏽 #SriLankaCrisis",People were so quick to ridicule the citizens protests earlier this year repeatedly saying that the protests would amount to nothing but look at what we have achieved today Gotabaya Rajapaksa has finally resigned Believe in the power of the people SriLankaCrisis,NEGATIVE,0.9906677603721619
375,375,2022-07-15 04:07:32+00:00,Kumarsiva_02,"🛑 BREAKING Official : Sri Lanka President Gotabaya Rajapaksa has resigned..@GotabayaR 

மக்களால் விரட்டி அடிக்கப்பட்டார் 
#GoHomeRajapakshas #GotaGoHome #Aragalaya #SriLanka #SriLankaCrisis",BREAKING Official Sri Lanka President Gotabaya Rajapaksa has resigned GotabayaR மக கள ல வ ரட ட அட க கப பட ட ர GoHomeRajapakshas GotaGoHome Aragalaya SriLanka SriLankaCrisis,NEGATIVE,0.9935560822486877
376,376,2022-07-15 04:06:47+00:00,timesofindia,"#Alert 

Sri Lankan Speaker urges public to allow peaceful environment for all MPs to take part in the process which should finish within 7 days 

#SriLankaCrisis #SriLanka",Alert Sri Lankan Speaker urges public to allow peaceful environment for all MPs to take part in the process which should finish within 7 days SriLankaCrisis SriLanka,POSITIVE,0.9925065636634827
377,377,2022-07-15 04:06:19+00:00,nafeez_,#SriLanka now don’t go to overdrive. Let things settle down. Give it time and let’s all build our country back. #SriLankaCrisis,SriLanka now don t go to overdrive Let things settle down Give it time and let s all build our country back SriLankaCrisis,POSITIVE,0.9466298818588257
378,378,2022-07-15 04:05:59+00:00,ByAnamika,Prime Minister Ranil Wickremesinghe will act as President until a new President is elected: Sri Lankan Speaker #SriLankaCrisis #SriLankanpoliticalcrisis,Prime Minister Ranil Wickremesinghe will act as President until a new President is elected Sri Lankan Speaker SriLankaCrisis SriLankanpoliticalcrisis,NEGATIVE,0.5699217319488525
379,379,2022-07-15 04:05:38+00:00,RajithaStig,"පළවන ගැසට්සේන, reversed ! Oracle database officially ලෙප්ට්. It’s time for the people and the country to move FORWARD ! #GotaGoHome #SriLankaCrisis",පළවන ග සට ස න reversed Oracle database officially ල ප ට It s time for the people and the country to move FORWARD GotaGoHome SriLankaCrisis,NEGATIVE,0.9677056670188904
380,380,2022-07-15 04:05:13+00:00,TharakaSamman,"🚨 BREAKING NEWS: President @GotabayaR has officially stepped down, announced Speaker Mahinda Yapa Abeywardena. #GotabayaRajapaksa #SriLankaCrisis #lka",BREAKING NEWS President GotabayaR has officially stepped down announced Speaker Mahinda Yapa Abeywardena GotabayaRajapaksa SriLankaCrisis lka,NEGATIVE,0.5286425352096558
381,381,2022-07-15 04:05:08+00:00,ChalanaW,A sense of slight relief this #Friday morning with the announcement of the resignation of #GotabayaRajapaksha. #Gota has been officially chased off! #GotaGoHome #EconomicCrisisLK #SriLankaCrisis,A sense of slight relief this Friday morning with the announcement of the resignation of GotabayaRajapaksha Gota has been officially chased off GotaGoHome EconomicCrisisLK SriLankaCrisis,NEGATIVE,0.9747330546379089
382,382,2022-07-15 04:04:58+00:00,CJChathura,"I have a feeling that it’s not over yet… As long as Ranil is there, this whole #අරගලය and it’s victories can go back to square one!!

#SriLanka #SriLankaCrisis #SriLankaEconomicCrisis #SriLankanpoliticalcrisis #GoHomeRanil #GoHomeRajapakshas #අරගලයටජය #Aragalaya",I have a feeling that it s not over yet As long as Ranil is there this whole අරගලය and it s victories can go back to square one SriLanka SriLankaCrisis SriLankaEconomicCrisis SriLankanpoliticalcrisis GoHomeRanil GoHomeRajapakshas අරගලයටජය Aragalaya,NEGATIVE,0.9415112137794495
383,383,2022-07-15 04:04:35+00:00,mr_demonlk,"Don't underestimate the power of a common man.

#SriLanka #SriLankaCrisis",Don t underestimate the power of a common man SriLanka SriLankaCrisis,POSITIVE,0.9747068881988525
384,384,2022-07-15 04:04:24+00:00,Jamz5251,"Ranil Wickremesinghe will be sworn in later today as interim president till conclusion of process of electing a new president by parliament - Speaker 

#SriLanka #SriLankaCrisis",Ranil Wickremesinghe will be sworn in later today as interim president till conclusion of process of electing a new president by parliament Speaker SriLanka SriLankaCrisis,POSITIVE,0.9820898771286011
385,385,2022-07-15 04:04:22+00:00,A_Wamanan,"Speaker Mahinda Yapa Abeywardena announced that President Gotabaya Rajapaksa has officially stepped down #SriLankaProtests
#SriLanka
#lka",Speaker Mahinda Yapa Abeywardena announced that President Gotabaya Rajapaksa has officially stepped down SriLankaProtests SriLanka lka,NEGATIVE,0.8133014440536499
386,386,2022-07-15 04:04:16+00:00,MalikGuna,July 15 is our real independence day #lka #SriLanka #GotaResigns #SriLankaCrisis,July 15 is our real independence day lka SriLanka GotaResigns SriLankaCrisis,POSITIVE,0.9885231852531433
387,387,2022-07-15 04:04:09+00:00,thetribunechd,"#SriLankaCrisis 
Prime Minister #RanilWickremesinghe will act as #President until a new President is elected: #SriLankan Speaker-PTI",SriLankaCrisis Prime Minister RanilWickremesinghe will act as President until a new President is elected SriLankan Speaker PTI,POSITIVE,0.7442590594291687
388,388,2022-07-15 04:03:47+00:00,thaneshk,He has gone! #GotaGoHome,He has gone GotaGoHome,NEGATIVE,0.9872216582298279
389,389,2022-07-15 04:03:28+00:00,suchisoundlover,President #GotabayaRajapaksa resignation accepted : Parliamentary Speaker. #SriLanka #SriLankaCrisis,President GotabayaRajapaksa resignation accepted Parliamentary Speaker SriLanka SriLankaCrisis,NEGATIVE,0.9951093792915344
390,390,2022-07-15 04:03:21+00:00,Trishla_2030,"#SriLankaCrisis so resembles individual pocket. We should definitely take lessons from this. 
""If you spend more than you earn or if you earn less than you spend then you get into trouble"".",SriLankaCrisis so resembles individual pocket We should definitely take lessons from this If you spend more than you earn or if you earn less than you spend then you get into trouble,NEGATIVE,0.9910219311714172
391,391,2022-07-15 04:02:30+00:00,ajan264,". @GotabayaR No more pissak as a president of this country. Change your bio man 😂

#SriLanka
#SriLankaProtests 
#Aragalya",GotabayaR No more pissak as a president of this country Change your bio man SriLanka SriLankaProtests Aragalya,NEGATIVE,0.979496419429779
392,392,2022-07-15 04:02:04+00:00,bad_innocent8,The Speaker officially announced that @GotabayaR has RESIGNED as the President of Sri Lanka. #LKA #SriLanka 🥴🙌🏻#SriLankaCrisis,The Speaker officially announced that GotabayaR has RESIGNED as the President of Sri Lanka LKA SriLanka SriLankaCrisis,NEGATIVE,0.994210958480835
393,393,2022-07-15 04:01:31+00:00,Journo_Sreeja,"GOTABAYA RAJAPAKSA HAS RESIGNED FROM PRESIDENT’S POST 

RANIL WICKREMESINGHE WILL BE THE ACTING PRESIDENT 

TOMORROW PARLIAMENT WILL CONVENE

#Srilanka #SrilankaCrisis",GOTABAYA RAJAPAKSA HAS RESIGNED FROM PRESIDENT S POST RANIL WICKREMESINGHE WILL BE THE ACTING PRESIDENT TOMORROW PARLIAMENT WILL CONVENE Srilanka SrilankaCrisis,NEGATIVE,0.6386712193489075
394,394,2022-07-15 04:01:27+00:00,shannine_daniel,"President Evil has stepped down, finally. 

#GoHomeGota 
#GoHomeGota2022 
#SriLankaCrisis",President Evil has stepped down finally GoHomeGota GoHomeGota2022 SriLankaCrisis,NEGATIVE,0.6560948491096497
395,395,2022-07-15 04:01:25+00:00,Stalin__SP,"Finally

The Speaker officially announced that Gotabaya Rajapaksa has RESIGNED as the President of Sri Lanka. 

#SriLankaCrisis",Finally The Speaker officially announced that Gotabaya Rajapaksa has RESIGNED as the President of Sri Lanka SriLankaCrisis,NEGATIVE,0.9936699271202087
396,396,2022-07-15 04:00:38+00:00,AsiriFernandoLK,"❗️@GotabayaR has resigned.

Speaker of #SriLanka officially announces that President @GotabayaR has resigned from his post of President. 

Rajapaksa was the 7th Executive President of Sri Lanka.

#SriLankanpoliticalcrisis #EconomicCrisisLK 
#SriLankaprotests",GotabayaR has resigned Speaker of SriLanka officially announces that President GotabayaR has resigned from his post of President Rajapaksa was the 7th Executive President of Sri Lanka SriLankanpoliticalcrisis EconomicCrisisLK SriLankaprotests,NEGATIVE,0.9931285381317139
397,397,2022-07-15 03:59:38+00:00,HumairaaHafeez,Can die in peace! #Gohomegota,Can die in peace Gohomegota,POSITIVE,0.9983110427856445
398,398,2022-07-15 03:59:33+00:00,JithmikaM,The Speaker officially announced that Gotabaya Rajapaksa has RESIGNED as the President of Sri Lanka. #LKA #SriLanka #SriLankaCrisis,The Speaker officially announced that Gotabaya Rajapaksa has RESIGNED as the President of Sri Lanka LKA SriLanka SriLankaCrisis,NEGATIVE,0.9955440163612366
399,399,2022-07-15 03:59:32+00:00,Im_Mushfiq,The time has arrived to end the hashtag #GotaGoHome,The time has arrived to end the hashtag GotaGoHome,NEGATIVE,0.9941856265068054
400,400,2022-07-15 03:58:54+00:00,ChayuDamsinghe,"ලියුම! You did not disappoint ♥️

#SriLanka #SriLankaCrisis #SriLankaProtests #GotaGone",ල ය ම You did not disappoint SriLanka SriLankaCrisis SriLankaProtests GotaGone,POSITIVE,0.993990957736969
401,401,2022-07-15 03:58:53+00:00,SriLankaTweet,The Speaker officially announced that Gotabaya Rajapaksa has RESIGNED as the President of Sri Lanka. #LKA #SriLanka #SriLankaCrisis,The Speaker officially announced that Gotabaya Rajapaksa has RESIGNED as the President of Sri Lanka LKA SriLanka SriLankaCrisis,NEGATIVE,0.9955440163612366
402,402,2022-07-15 03:58:48+00:00,Ceylonnewslk,The Speaker of Parliament at a media briefing currently underway officially announces that Gotabaya Rajapaksa has resigned as the President of Sri Lanka. #SriLanka #SriLankaCrisis #GoHomeGota,The Speaker of Parliament at a media briefing currently underway officially announces that Gotabaya Rajapaksa has resigned as the President of Sri Lanka SriLanka SriLankaCrisis GoHomeGota,NEGATIVE,0.9910607933998108
403,403,2022-07-15 03:58:13+00:00,iam_poor9,"It's official !

Gotabaya resigns. 

#අරගලය wins !

Good luck Sri Lanka 🇱🇰

#අරගලයටජය 
#GotaGoHome becomes #GotaWentHome",It s official Gotabaya resigns අරගලය wins Good luck Sri Lanka අරගලයටජය GotaGoHome becomes GotaWentHome,NEGATIVE,0.9927178621292114
404,404,2022-07-15 03:58:11+00:00,NemoCric96,Good bye to the hashtag #GotaGoHome,Good bye to the hashtag GotaGoHome,POSITIVE,0.9963812828063965
405,405,2022-07-15 03:58:04+00:00,abdul_m_malik,Time for Kiribath #GotaGoHome #GotaResigns,Time for Kiribath GotaGoHome GotaResigns,NEGATIVE,0.9947395920753479
406,406,2022-07-15 03:57:45+00:00,GamikaDe,Phew! GR gone! The most powerful president in the history of Sri Lanka. Gone! By the power of people. #SriLankaCrisis,Phew GR gone The most powerful president in the history of Sri Lanka Gone By the power of people SriLankaCrisis,POSITIVE,0.9955116510391235
407,407,2022-07-15 03:57:26+00:00,ajan264,"Speaker officially announced that @GotabayaR resigned from President.  

Power of peoples revolution 💪🏻🔥

#SriLanka
#Aragalya 
#SriLankaProtests",Speaker officially announced that GotabayaR resigned from President Power of peoples revolution SriLanka Aragalya SriLankaProtests,NEGATIVE,0.9326031804084778
408,408,2022-07-15 03:57:20+00:00,Manushj,"Speaker confirms that #Gotabaya Rajapaksa has resigned from Presidency. A new President is to be appointed soon.

#BREAKING #SriLanka #SriLankaCrisis",Speaker confirms that Gotabaya Rajapaksa has resigned from Presidency A new President is to be appointed soon BREAKING SriLanka SriLankaCrisis,POSITIVE,0.9724515080451965
409,409,2022-07-15 03:57:19+00:00,NilaThuva,"Official : Sri Lanka President @GotabayaR has resigned
#SriLanka #SriLankaCrisis #GotabayaRajapaksha",Official Sri Lanka President GotabayaR has resigned SriLanka SriLankaCrisis GotabayaRajapaksha,NEGATIVE,0.995153546333313
410,410,2022-07-15 03:56:36+00:00,sohan_vipul,"The Speaker also said that Prime Minister @RW_UNP Wickremesinghe will be appointed as Acting President until a vote is held.
#SriLankaCrisis",The Speaker also said that Prime Minister RW_UNP Wickremesinghe will be appointed as Acting President until a vote is held SriLankaCrisis,NEGATIVE,0.5547327995300293
411,411,2022-07-15 03:56:08+00:00,AmanthaP,Gota Went Home #GotaGoHome #SriLanka,Gota Went Home GotaGoHome SriLanka,POSITIVE,0.9940740466117859
412,412,2022-07-15 03:56:06+00:00,Vidiyallk,"It's OFFICIAL! 🔴

Speaker of the Parliament confirms Gotabaya Rajapaksa's resignation. #lka #SriLanka #SriLankaCrisis",It s OFFICIAL Speaker of the Parliament confirms Gotabaya Rajapaksa s resignation lka SriLanka SriLankaCrisis,NEGATIVE,0.6223257184028625
413,413,2022-07-15 03:56:03+00:00,FarahDoole,Speaker confirms @GotabayaR 's resignation. FINALLY. #LKA #SriLankaCrisis #SriLanka,Speaker confirms GotabayaR s resignation FINALLY LKA SriLankaCrisis SriLanka,NEGATIVE,0.8043064475059509
414,414,2022-07-15 03:55:59+00:00,Judejr96,"Gota WENT HOME!
#GotaGoHome #SriLankaCrisis",Gota WENT HOME GotaGoHome SriLankaCrisis,POSITIVE,0.9610990285873413
415,415,2022-07-15 03:55:54+00:00,munza14,"Gotabaya Rajapaksa, President of the Democratic Socialist Republic of Sri Lanka has RESIGNED! 
#LKA #SriLanka #GoHomeGota",Gotabaya Rajapaksa President of the Democratic Socialist Republic of Sri Lanka has RESIGNED LKA SriLanka GoHomeGota,NEGATIVE,0.9975553154945374
416,416,2022-07-15 03:55:41+00:00,UlfathUwais,Speaker Mahinda Yapa Abeywardena confirms Gotabaya Rajapaksha has resigned as President. Prime Minister Ranil Wickramasinghe to be appointed as acting President. #SriLankaCrisis #SriLanka #SriLankaProtests,Speaker Mahinda Yapa Abeywardena confirms Gotabaya Rajapaksha has resigned as President Prime Minister Ranil Wickramasinghe to be appointed as acting President SriLankaCrisis SriLanka SriLankaProtests,NEGATIVE,0.978367030620575
417,417,2022-07-15 03:55:24+00:00,NuwanSe,"It's official, @GotabayaR resigns #SriLankaCrisis",It s official GotabayaR resigns SriLankaCrisis,NEGATIVE,0.9974493384361267
418,418,2022-07-15 03:54:30+00:00,ChamaraVFX,Fuck yes! #GoHomeGota #අරගලයටජය ✊,Fuck yes GoHomeGota අරගලයටජය,NEGATIVE,0.9884772300720215
419,419,2022-07-15 03:54:12+00:00,Skandha92,Prime Minister @RW_UNP will be sworn in as President by Chief Justice Jayantha Jayasuriya shortly - PM media #SriLankaCrisis,Prime Minister RW_UNP will be sworn in as President by Chief Justice Jayantha Jayasuriya shortly PM media SriLankaCrisis,POSITIVE,0.9958314299583435
420,420,2022-07-15 03:52:54+00:00,yugan___,"Speaker to officially announce the resignation of President Gotabaya Rajapaksa shorty

#LKA #SriLanka #SLnews #EconomicCrisisLK #SriLankaProtests #SrilankanCrisis",Speaker to officially announce the resignation of President Gotabaya Rajapaksa shorty LKA SriLanka SLnews EconomicCrisisLK SriLankaProtests SrilankanCrisis,NEGATIVE,0.9857996702194214
421,421,2022-07-15 03:52:45+00:00,jananyarmy,Speaker to officially announce the resignation of President Gotabaya Rajapaksa shortly #LKA #SriLanka #SriLankaCrisis,Speaker to officially announce the resignation of President Gotabaya Rajapaksa shortly LKA SriLanka SriLankaCrisis,NEGATIVE,0.85069739818573
422,422,2022-07-15 03:50:44+00:00,satyams48853226,"Obviously we don't want to grab Sri Lanka's land like China intentionally but the best and long term solution I can think of for Sri Lanka's crisis is they should merge with India.  We are their neighbours . 
#SriLankaCrisis 
#SriLankaEconomicCrisis 
#SriLankanpoliticalcrisis",Obviously we don t want to grab Sri Lanka s land like China intentionally but the best and long term solution I can think of for Sri Lanka s crisis is they should merge with India We are their neighbours SriLankaCrisis SriLankaEconomicCrisis SriLankanpoliticalcrisis,POSITIVE,0.9872578978538513
423,423,2022-07-15 03:50:38+00:00,Charindra_Chan,This is probably the most anticipated media briefing in Sri Lanka since Maithripala Sirisena's press conference in late 2014 announcing that he would be the Opposition's common candidate against Mahinda Rajapaksa. #lka #SriLanka #GoHomeGota,This is probably the most anticipated media briefing in Sri Lanka since Maithripala Sirisena s press conference in late 2014 announcing that he would be the Opposition s common candidate against Mahinda Rajapaksa lka SriLanka GoHomeGota,POSITIVE,0.9979981780052185
424,424,2022-07-15 03:50:33+00:00,SriLankaTweet,Speaker to officially announce the resignation of President Gotabaya Rajapaksa shorty #LKA #SriLanka #SriLankaCrisis,Speaker to officially announce the resignation of President Gotabaya Rajapaksa shorty LKA SriLanka SriLankaCrisis,NEGATIVE,0.9183475375175476
425,425,2022-07-15 03:50:03+00:00,Being27217475,"If Nepal goes the same way as #SriLankaCrisis then Nepal's politicians and Government Officials are to be blamed. Corruption is at all time high in #Nepal . Without #bribe, no politicians and Government Officials are doing #Citizens work. #weneedbetterNepal. @RONBupdates",If Nepal goes the same way as SriLankaCrisis then Nepal s politicians and Government Officials are to be blamed Corruption is at all time high in Nepal Without bribe no politicians and Government Officials are doing Citizens work weneedbetterNepal RONBupdates,NEGATIVE,0.9772651791572571
426,426,2022-07-15 03:49:46+00:00,FarzanZulfick,"Just for Fun

Gota's letter in brief:

I'm on Annual Leave from 9th July. Don't call me or text me.

😆 🤣 #lka #SriLanka #SriLankaProtests",Just for Fun Gota s letter in brief I m on Annual Leave from 9th July Don t call me or text me lka SriLanka SriLankaProtests,NEGATIVE,0.9900842905044556
427,427,2022-07-15 03:49:31+00:00,ndtv,"#SriLanka President Gotabaya Rajapaksa's resignation: Speaker to make official announcement shortly

#SriLankaCrisis",SriLanka President Gotabaya Rajapaksa s resignation Speaker to make official announcement shortly SriLankaCrisis,POSITIVE,0.7634945511817932
428,428,2022-07-15 03:45:47+00:00,sandundasa,Typing #GoHomeGota for one last time before it's official.,Typing GoHomeGota for one last time before it s official,NEGATIVE,0.9956203103065491
429,429,2022-07-15 03:42:38+00:00,SajithBT,"What happens to @GotabayaR's diplomatic passport once his resignation is accepted and announced?

@SLinSingapore @MFA_SriLanka @ParliamentLK 

#SriLankaCrisis
#LKA #SriLanka
#SriLankaEconomicCrisis",What happens to GotabayaR s diplomatic passport once his resignation is accepted and announced SLinSingapore MFA_SriLanka ParliamentLK SriLankaCrisis LKA SriLanka SriLankaEconomicCrisis,NEGATIVE,0.9934290051460266
430,430,2022-07-15 03:40:28+00:00,AthaudaDasuni,"And the final countdown begins… 

Will there be more twists and turns after 2 days of anticipation? 

Sri Lanka awaits (again)… 

#lka #SriLanka #SriLankaCrisis",And the final countdown begins Will there be more twists and turns after 2 days of anticipation Sri Lanka awaits again lka SriLanka SriLankaCrisis,POSITIVE,0.902908205986023
431,431,2022-07-15 03:38:10+00:00,munza14,"The Speaker has arrived!
#LKA #SriLanka #GoHomeGota",The Speaker has arrived LKA SriLanka GoHomeGota,POSITIVE,0.9932039976119995
432,432,2022-07-15 03:37:39+00:00,ardhil_muhammed,"Had Mr. GR written/ typed just a single word every single hour since he intended to resign, should’ve drafted the letter of resignation well before the 13th 🙃🥹

And as of now, there is no even a sign of progress 😂 #EconomicCrisisLK #GoHomeGota #lka",Had Mr GR written typed just a single word every single hour since he intended to resign should ve drafted the letter of resignation well before the 13th And as of now there is no even a sign of progress EconomicCrisisLK GoHomeGota lka,NEGATIVE,0.9996376037597656
433,433,2022-07-15 03:34:03+00:00,kalindukaru,"It’s been more than 13 hours since it was reported that the speaker of parliament has received the resignation letter of  @GotabayaR . Does it really take this long to check the legality of this overdue document ? Just curious. 

#BringbackstabilityLK #SriLankaCrisis",It s been more than 13 hours since it was reported that the speaker of parliament has received the resignation letter of GotabayaR Does it really take this long to check the legality of this overdue document Just curious BringbackstabilityLK SriLankaCrisis,NEGATIVE,0.9855734705924988
434,434,2022-07-15 03:32:24+00:00,yugan___,"Only 10-15 percent of private buses will be operation today (15). Private bus owners claim that if fuel is supplied today or by the weekend, 50 percent of buses will be added to the service from Monday.

#LKA #SriLanka #SLnews #EconomicCrisisLK #Fuel #FuelShortage #FuelCrisisLK",Only 10 15 percent of private buses will be operation today 15 Private bus owners claim that if fuel is supplied today or by the weekend 50 percent of buses will be added to the service from Monday LKA SriLanka SLnews EconomicCrisisLK Fuel FuelShortage FuelCrisisLK,NEGATIVE,0.9968835711479187
435,435,2022-07-15 03:31:30+00:00,Pro_JeyR,"Now this is how a Good Government must Bring in Essential Goods. #SriLanka #SriLankaCrisis 

CPC says 05 Fuel Shipments Expected on July 17th WoW!

03 Diesel shipments of 40,000 metric tons each and 
02 Petrol shipment of 35,000 metric tons each. Wonderful 💙",Now this is how a Good Government must Bring in Essential Goods SriLanka SriLankaCrisis CPC says 05 Fuel Shipments Expected on July 17th WoW 03 Diesel shipments of 40 000 metric tons each and 02 Petrol shipment of 35 000 metric tons each Wonderful,POSITIVE,0.9379767179489136
436,436,2022-07-15 03:27:30+00:00,tr_firefly,"Honestly does it take this long to prepare to say ""Nandi Gawaya resigned over to you Batalande""

#GoHomeRanil
#GoHomeGota 
#SriLankaCrisis",Honestly does it take this long to prepare to say Nandi Gawaya resigned over to you Batalande GoHomeRanil GoHomeGota SriLankaCrisis,NEGATIVE,0.9798723459243774
437,437,2022-07-15 03:26:16+00:00,NadiraACader,"Reports that SF will enter the fray. Pls no. We need to realize that this is probably the only chance #lka has, to do better. 74 years of racism, war &amp; violence. 🇱🇰 and her people deserve better. So potential leaders, pls do better. #SriLankaCrisis",Reports that SF will enter the fray Pls no We need to realize that this is probably the only chance lka has to do better 74 years of racism war amp violence and her people deserve better So potential leaders pls do better SriLankaCrisis,NEGATIVE,0.9937368631362915
438,438,2022-07-15 03:24:31+00:00,munza14,"Tick Tock Tick Tock...
#LKA #SriLanka #GoHomeGota",Tick Tock Tick Tock LKA SriLanka GoHomeGota,NEGATIVE,0.9891278147697449
439,439,2022-07-15 03:14:35+00:00,EarlzRay,"when the #Aragalaya was peaceful= They having a carnival

when the #SriLankaProtests became a bit serious=They violent this not the #Aragalaya 

-Says the ones who never came out-

Fuck You",when the Aragalaya was peaceful They having a carnival when the SriLankaProtests became a bit serious They violent this not the Aragalaya Says the ones who never came out Fuck You,NEGATIVE,0.9602747559547424
440,440,2022-07-15 03:10:13+00:00,tamil_butterfly,"It is reported that President Gotabaya Rajapaksa has sent his resignation letter to the Speaker.

 The Speaker's media wing informed this. #GoHomeRani #GoHome225    #GoHomeGota #lka #අරගලයටජය #BRAKINGNEWS #SriLankaCrisis #SriLankaProtests #SriLankaEconomicCrisis #SriLankaToday",It is reported that President Gotabaya Rajapaksa has sent his resignation letter to the Speaker The Speaker s media wing informed this GoHomeRani GoHome225 GoHomeGota lka අරගලයටජය BRAKINGNEWS SriLankaCrisis SriLankaProtests SriLankaEconomicCrisis SriLankaToday,NEGATIVE,0.9875584840774536
441,441,2022-07-15 03:08:17+00:00,GamikaDe,This may hurt few people. Hope the hardcore GR supporters keep quiet until the other parties workout something. Your opinion failed and now let others try. Nothing is guaranteed of success until it’s tried out. #SriLankaCrisis,This may hurt few people Hope the hardcore GR supporters keep quiet until the other parties workout something Your opinion failed and now let others try Nothing is guaranteed of success until it s tried out SriLankaCrisis,NEGATIVE,0.9982489347457886
442,442,2022-07-15 03:07:52+00:00,Vidiyallk,#SriLanka: #RanilWickremesinghe to take oaths as Acting President today following the announcement of Speaker on the resignation of #GotabayaRajapaksa #lka #SriLankaCrisis,SriLanka RanilWickremesinghe to take oaths as Acting President today following the announcement of Speaker on the resignation of GotabayaRajapaksa lka SriLankaCrisis,POSITIVE,0.958395779132843
443,443,2022-07-15 03:06:33+00:00,daariya_,"Do all you remaining baiyas feel like kids who lost your mum in the supermarket right now? 😂 

#FuckoffRanil #GoHomeGota2022 #Jailtherajapaksas #SriLankaCrisis #SriLankaProtests",Do all you remaining baiyas feel like kids who lost your mum in the supermarket right now FuckoffRanil GoHomeGota2022 Jailtherajapaksas SriLankaCrisis SriLankaProtests,NEGATIVE,0.9983263611793518
444,444,2022-07-15 03:04:42+00:00,icarusunstuck,Waiting for @INCIndia workers from around the country to storm Congress office and depose the clown Prince and crazy sister #SriLankaCrisis,Waiting for INCIndia workers from around the country to storm Congress office and depose the clown Prince and crazy sister SriLankaCrisis,NEGATIVE,0.9962207674980164
445,445,2022-07-15 02:59:43+00:00,tamil_butterfly,"Italian Prime Minister Mario Draghi has announced his resignation after a coalition party failed to take part in a vote of confidence in the ruling party.

 #Mariodraghi #Italy #WorldNews #GoHomeRani #GoHome225    #GoHomeGota #lka #අරගලයටජය #BRAKINGNEWS #SriLankaCrisis",Italian Prime Minister Mario Draghi has announced his resignation after a coalition party failed to take part in a vote of confidence in the ruling party Mariodraghi Italy WorldNews GoHomeRani GoHome225 GoHomeGota lka අරගලයටජය BRAKINGNEWS SriLankaCrisis,NEGATIVE,0.9989250302314758
446,446,2022-07-15 02:58:18+00:00,Mminz,"Today I continue to feel a strong sense of gratitude to the people at the heart of the #Aragalaya who stayed the course no matter what. 
Yes we have to keep holding politicians accountable, we can't stop.
But we got this far because you all showed up every day.
#SriLankaCrisis",Today I continue to feel a strong sense of gratitude to the people at the heart of the Aragalaya who stayed the course no matter what Yes we have to keep holding politicians accountable we can t stop But we got this far because you all showed up every day SriLankaCrisis,POSITIVE,0.9995139837265015
447,447,2022-07-15 02:57:42+00:00,Farzannijabdeen,"So what happened to the guys they caught burning Ranils residence? 

#GoHomeGota #GoHomeRanil #GoHomeGota2022 #Aragalaya",So what happened to the guys they caught burning Ranils residence GoHomeGota GoHomeRanil GoHomeGota2022 Aragalaya,NEGATIVE,0.9948428273200989
448,448,2022-07-15 02:54:16+00:00,Skandha92,Hard copy of President @GotabayaR was received by the Speaker late last night. Speaker to make official announcement at 9.00am #SriLankaCrisis,Hard copy of President GotabayaR was received by the Speaker late last night Speaker to make official announcement at 9 00am SriLankaCrisis,NEGATIVE,0.9871735572814941
